,school_name,school_slug,season,ranker,team_game_num_season,date,game_location,opp_name_abbr,game_type,team_game_result,team_game_score,opp_team_game_score,overtimes,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
10,Abilene Christian,abilene-christian,2024,11,11,2023-12-17,,UTEP,REG (Non-Conf),W,88,82,,24,42,0.571,6,13,0.462,18,29,0.621,0.643,34,48,0.708,5,25,30,13,5,1,23,25,26,62,0.419,5,15,0.333,21,47,0.447,0.46,25,36,0.694,14,18,32,12,15,0,15,33,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
11,Abilene Christian,abilene-christian,2024,12,12,2023-12-21,@,Arkansas,REG (Non-Conf),L,73,83,,28,72,0.389,4,16,0.25,24,56,0.429,0.417,13,20,0.65,9,21,30,15,10,1,8,21,27,52,0.519,7,15,0.467,20,37,0.541,0.587,22,28,0.786,7,38,45,9,2,6,17,17,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
12,Abilene Christian,abilene-christian,2024,13,13,2023-12-30,@,Western Kentucky,REG (Non-Conf),L,84,86,,32,75,0.427,11,22,0.5,21,53,0.396,0.5,9,9,1.0,7,24,31,18,6,0,9,16,35,69,0.507,7,20,0.35,28,49,0.571,0.558,9,15,0.6,10,30,40,13,7,4,11,13,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
13,Abilene Christian,abilene-christian,2024,14,14,2024-01-06,,Texas–Rio Grande Valley,REG (Conf),W,91,89,OT,31,58,0.534,4,12,0.333,27,46,0.587,0.569,25,39,0.641,5,26,31,17,8,4,15,22,32,62,0.516,6,19,0.316,26,43,0.605,0.565,19,28,0.679,8,26,34,18,9,2,21,28,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
14,Abilene Christian,abilene-christian,2024,15,15,2024-01-11,@,Grand Canyon,REG (Conf),L,64,74,,24,59,0.407,2,10,0.2,22,49,0.449,0.424,14,17,0.824,6,21,27,10,6,0,10,21,25,52,0.481,5,17,0.294,20,35,0.571,0.529,19,22,0.864,6,28,34,15,3,8,15,15,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
15,Abilene Christian,abilene-christian,2024,16,16,2024-01-13,@,California Baptist,REG (Conf),L,53,68,,20,56,0.357,1,12,0.083,19,44,0.432,0.366,12,17,0.706,9,18,27,7,7,2,11,20,23,57,0.404,5,17,0.294,18,40,0.45,0.447,17,22,0.773,13,27,40,10,4,6,11,15,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
16,Abilene Christian,abilene-christian,2024,17,17,2024-01-18,@,Tarleton State,REG (Conf),L,71,79,,24,61,0.393,9,18,0.5,15,43,0.349,0.467,14,17,0.824,8,22,30,13,6,3,9,21,30,57,0.526,6,15,0.4,24,42,0.571,0.579,13,24,0.542,10,26,36,16,5,5,9,19,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
17,Abilene Christian,abilene-christian,2024,18,18,2024-01-20,,UT Arlington,REG (Conf),W,78,67,,26,60,0.433,7,14,0.5,19,46,0.413,0.492,19,25,0.76,9,29,38,7,9,4,19,25,21,65,0.323,6,27,0.222,15,38,0.395,0.369,19,31,0.613,15,28,43,8,12,2,16,20,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
18,Abilene Christian,abilene-christian,2024,19,19,2024-01-25,,Utah Tech,REG (Conf),W,82,60,,29,56,0.518,6,18,0.333,23,38,0.605,0.571,18,22,0.818,9,22,31,8,12,2,12,24,22,46,0.478,3,18,0.167,19,28,0.679,0.511,13,25,0.52,8,19,27,10,5,3,20,16,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
19,Abilene Christian,abilene-christian,2024,20,20,2024-01-27,,Southern Utah,REG (Conf),L,67,82,,26,61,0.426,3,12,0.25,23,49,0.469,0.451,12,22,0.545,13,22,35,6,5,2,12,23,31,53,0.585,5,11,0.455,26,42,0.619,0.632,15,23,0.652,5,22,27,9,6,5,11,19,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
20,Abilene Christian,abilene-christian,2024,21,21,2024-02-01,,Tarleton State,REG (Conf),L,73,76,OT,28,57,0.491,5,16,0.313,23,41,0.561,0.535,12,21,0.571,7,26,33,8,7,3,13,18,28,66,0.424,6,17,0.353,22,49,0.449,0.47,14,18,0.778,13,25,38,6,7,4,11,19,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
21,Abilene Christian,abilene-christian,2024,22,22,2024-02-08,@,Seattle,REG (Conf),L,52,75,,17,68,0.25,4,18,0.222,13,50,0.26,0.279,14,19,0.737,11,20,31,8,9,6,6,18,23,54,0.426,9,19,0.474,14,35,0.4,0.509,20,23,0.87,8,42,50,12,2,3,14,16,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
22,Abilene Christian,abilene-christian,2024,23,23,2024-02-10,@,Utah Valley,REG (Conf),L,45,74,,14,58,0.241,3,17,0.176,11,41,0.268,0.267,14,18,0.778,8,17,25,13,10,0,14,14,29,53,0.547,7,15,0.467,22,38,0.579,0.613,9,13,0.692,6,35,41,26,11,7,16,15,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
23,Abilene Christian,abilene-christian,2024,24,24,2024-02-15,@,Texas–Rio Grande Valley,REG (Conf),W,87,79,,35,57,0.614,4,10,0.4,31,47,0.66,0.649,13,18,0.722,5,23,28,23,5,4,15,20,27,57,0.474,3,14,0.214,24,43,0.558,0.5,22,30,0.733,7,17,24,16,11,0,11,17,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
24,Abilene Christian,abilene-christian,2024,25,25,2024-02-17,@,Stephen F. Austin,REG (Conf),W,63,62,,20,54,0.37,6,18,0.333,14,36,0.389,0.426,17,22,0.773,7,10,17,12,11,3,7,15,26,45,0.578,3,7,0.429,23,38,0.605,0.611,7,12,0.583,8,26,34,13,3,3,17,17,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
25,Abilene Christian,abilene-christian,2024,26,26,2024-02-22,,California Baptist,REG (Conf),W,71,65,,25,54,0.463,5,11,0.455,20,43,0.465,0.509,16,20,0.8,5,22,27,10,6,1,7,21,23,53,0.434,6,19,0.316,17,34,0.5,0.491,13,22,0.591,9,24,33,5,2,1,11,17,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
26,Abilene Christian,abilene-christian,2024,27,27,2024-02-24,,Grand Canyon,REG (Conf),W,79,73,,23,60,0.383,4,11,0.364,19,49,0.388,0.417,29,36,0.806,10,20,30,12,6,2,7,18,25,51,0.49,4,15,0.267,21,36,0.583,0.529,19,24,0.792,4,24,28,6,2,2,9,25,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
27,Abilene Christian,abilene-christian,2024,28,28,2024-02-29,@,Southern Utah,REG (Conf),W,77,68,,31,59,0.525,7,10,0.7,24,49,0.49,0.585,8,10,0.8,8,26,34,15,5,2,15,17,27,59,0.458,6,21,0.286,21,38,0.553,0.508,8,12,0.667,5,16,21,12,8,6,8,14,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
28,Abilene Christian,abilene-christian,2024,29,29,2024-03-02,@,Utah Tech,REG (Conf),W,86,79,,31,65,0.477,6,14,0.429,25,51,0.49,0.523,18,21,0.857,9,21,30,17,12,3,10,18,29,60,0.483,6,21,0.286,23,39,0.59,0.533,15,24,0.625,12,24,36,18,7,3,18,18,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
29,Abilene Christian,abilene-christian,2024,30,30,2024-03-07,,Seattle,REG (Conf),W,64,59,,25,59,0.424,5,17,0.294,20,42,0.476,0.466,9,13,0.692,10,18,28,12,13,1,10,15,23,48,0.479,3,14,0.214,20,34,0.588,0.51,10,12,0.833,7,22,29,10,4,2,16,16,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
30,Abilene Christian,abilene-christian,2024,31,31,2024-03-09,,Utah Valley,REG (Conf),L,67,74,,24,50,0.48,3,11,0.273,21,39,0.538,0.51,16,26,0.615,7,21,28,14,7,2,8,14,29,60,0.483,7,14,0.5,22,46,0.478,0.542,9,14,0.643,10,23,33,14,5,0,9,20,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
31,Abilene Christian,abilene-christian,2024,32,32,2024-03-13,N,Stephen F. Austin,CTOURN,L,57,60,,18,43,0.419,3,9,0.333,15,34,0.441,0.453,18,23,0.783,6,26,32,9,3,4,22,23,20,50,0.4,8,18,0.444,12,32,0.375,0.48,12,25,0.48,4,18,22,11,10,3,12,24,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
32,Abilene Christian,abilene-christian,2024,33,33,2024-03-19,N,Texas A&M–Corpus Christi,CIT,W,73,63,,28,55,0.509,8,25,0.32,20,30,0.667,0.582,9,17,0.529,6,27,33,16,5,5,13,19,21,66,0.318,2,24,0.083,19,42,0.452,0.333,19,30,0.633,16,23,39,9,10,2,10,16,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
33,Abilene Christian,abilene-christian,2024,34,34,2024-03-20,@,Tarleton State,CIT,L,59,86,,22,55,0.4,7,21,0.333,15,34,0.441,0.464,8,11,0.727,7,22,29,10,4,2,14,12,34,65,0.523,9,24,0.375,25,41,0.61,0.592,9,13,0.692,8,25,33,23,11,3,7,9,1,Abilene Christian,34,16,18,0.471,-4.12,-1.12,,10.0,10.0,,8,6,,5,10,,2452,2500,,1375,861,1987,0.433,180,530,0.34,550,757,0.727,329,1139,431,262,72,434,665
34,Air Force,air-force,2024,1,1,2023-11-06,,Portland State,REG (Non-Conf),L,55,62,,20,50,0.4,6,25,0.24,14,25,0.56,0.46,9,19,0.474,8,25,33,13,6,2,12,24,18,50,0.36,7,27,0.259,11,23,0.478,0.43,19,29,0.655,12,26,38,5,2,3,12,18,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
35,Air Force,air-force,2024,2,2,2023-11-10,@,LIU,REG (Non-Conf),W,82,67,,28,55,0.509,10,23,0.435,18,32,0.563,0.6,16,23,0.696,8,29,37,22,4,7,12,20,23,61,0.377,6,17,0.353,17,44,0.386,0.426,15,24,0.625,11,21,32,19,7,3,10,19,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
36,Air Force,air-force,2024,3,3,2023-11-12,@,Delaware,REG (Non-Conf),L,57,65,,23,49,0.469,6,21,0.286,17,28,0.607,0.531,5,7,0.714,5,18,23,14,2,5,11,14,22,49,0.449,6,18,0.333,16,31,0.516,0.51,15,20,0.75,5,20,25,12,8,2,6,10,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
37,Air Force,air-force,2024,4,4,2023-11-16,,Lindenwood,REG (Non-Conf),W,76,58,,20,44,0.455,8,17,0.471,12,27,0.444,0.545,28,39,0.718,5,27,32,14,11,7,12,22,16,50,0.32,6,20,0.3,10,30,0.333,0.38,20,23,0.87,8,21,29,8,3,3,16,29,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
38,Air Force,air-force,2024,5,5,2023-11-17,,William & Mary,REG (Non-Conf),W,80,71,OT,25,50,0.5,12,24,0.5,13,26,0.5,0.62,18,21,0.857,3,23,26,14,6,6,8,14,27,65,0.415,9,28,0.321,18,37,0.486,0.485,8,13,0.615,10,25,35,7,2,0,9,21,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
39,Air Force,air-force,2024,6,6,2023-11-19,,Omaha,REG (Non-Conf),W,58,56,,19,44,0.432,7,25,0.28,12,19,0.632,0.511,13,17,0.765,4,29,33,10,4,6,13,17,20,57,0.351,5,14,0.357,15,43,0.349,0.395,11,16,0.688,8,17,25,8,8,0,10,17,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
40,Air Force,air-force,2024,7,7,2023-11-22,,VMI,REG (Non-Conf),W,64,54,,25,56,0.446,8,29,0.276,17,27,0.63,0.518,6,14,0.429,8,24,32,16,8,4,10,9,24,57,0.421,3,16,0.188,21,41,0.512,0.447,3,8,0.375,7,26,33,7,4,3,13,17,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
41,Air Force,air-force,2024,8,8,2023-11-26,@,South Dakota,REG (Non-Conf),W,58,57,,21,59,0.356,6,22,0.273,15,37,0.405,0.407,10,18,0.556,8,27,35,14,13,4,6,13,22,56,0.393,6,18,0.333,16,38,0.421,0.446,7,10,0.7,6,26,32,7,3,1,17,15,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
42,Air Force,air-force,2024,9,9,2023-12-03,@,Portland,REG (Non-Conf),W,80,58,,31,57,0.544,9,25,0.36,22,32,0.688,0.623,9,14,0.643,6,26,32,19,12,5,12,14,22,52,0.423,7,24,0.292,15,28,0.536,0.49,7,13,0.538,5,18,23,14,7,4,18,11,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
43,Air Force,air-force,2024,10,10,2023-12-09,,Eastern Washington,REG (Non-Conf),L,68,73,,22,57,0.386,11,29,0.379,11,28,0.393,0.482,13,17,0.765,9,16,25,14,11,4,15,20,24,46,0.522,10,18,0.556,14,28,0.5,0.63,15,18,0.833,5,25,30,16,8,9,20,21,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
44,Air Force,air-force,2024,11,11,2023-12-16,N,UT Arlington,REG (Non-Conf),L,73,76,,26,50,0.52,5,17,0.294,21,33,0.636,0.57,16,22,0.727,4,20,24,16,12,5,18,18,24,55,0.436,9,24,0.375,15,31,0.484,0.518,19,22,0.864,11,20,31,17,11,4,20,21,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
45,Air Force,air-force,2024,12,12,2023-12-21,,Northern Colorado,REG (Non-Conf),L,79,83,,29,55,0.527,15,29,0.517,14,26,0.538,0.664,6,8,0.75,4,16,20,21,6,5,10,15,31,55,0.564,9,20,0.45,22,35,0.629,0.645,12,14,0.857,5,21,26,17,5,1,12,15,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
46,Air Force,air-force,2024,13,13,2024-01-02,,Utah State,REG (Conf),L,60,88,,21,48,0.438,2,14,0.143,19,34,0.559,0.458,16,24,0.667,9,16,25,10,7,2,15,23,31,49,0.633,4,12,0.333,27,37,0.73,0.673,22,35,0.629,8,19,27,15,9,3,9,21,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
47,Air Force,air-force,2024,14,14,2024-01-09,@,Nevada,REG (Conf),L,54,67,,19,51,0.373,10,23,0.435,9,28,0.321,0.471,6,7,0.857,7,17,24,13,5,3,13,20,20,43,0.465,7,15,0.467,13,28,0.464,0.547,20,29,0.69,7,20,27,15,4,5,10,14,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
48,Air Force,air-force,2024,15,15,2024-01-13,,San Jose State,REG (Conf),L,67,70,,25,48,0.521,9,21,0.429,16,27,0.593,0.615,8,14,0.571,5,18,23,14,2,6,5,11,27,56,0.482,9,23,0.391,18,33,0.545,0.563,7,8,0.875,6,22,28,12,3,4,7,16,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
49,Air Force,air-force,2024,16,16,2024-01-16,@,Colorado State,REG (Conf),L,69,78,OT,23,56,0.411,10,22,0.455,13,34,0.382,0.5,13,17,0.765,11,24,35,13,6,5,11,21,25,57,0.439,10,24,0.417,15,33,0.455,0.526,18,23,0.783,10,22,32,18,7,4,9,15,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
50,Air Force,air-force,2024,17,17,2024-01-20,,New Mexico,REG (Conf),L,66,85,,25,53,0.472,7,22,0.318,18,31,0.581,0.538,9,19,0.474,8,17,25,21,9,2,16,15,35,64,0.547,4,19,0.211,31,45,0.689,0.578,11,14,0.786,13,23,36,11,11,6,14,17,2,Air Force,31,9,22,0.29,-4.77,1.43,,2.0,16.0,,4,12,,5,8,,2051,2243,,1250,727,1604,0.453,273,757,0.361,324,475,0.682,225,872,451,202,122,372,541
