,school_name,school_slug,season,ranker,team_game_num_season,date,game_location,opp_name_abbr,game_type,team_game_result,team_game_score,opp_team_game_score,overtimes,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,Rk,School,G,W,L,W-L%,SRS,SOS,Unnamed: 8,W.1,L.1,Unnamed: 11,W.2,L.2,Unnamed: 14,W.3,L.3,Unnamed: 17,Tm.,Opp.,Unnamed: 20,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1009,Cal State Fullerton,cal-state-fullerton,2024,26,26,2024-02-17,@,UC San Diego,REG (Conf),L,69,76,,27,56,0.482,8,22,0.364,19,34,0.559,0.554,7,12,0.583,6,23,29,10,3,1,7,16,28,62,0.452,8,24,0.333,20,38,0.526,0.516,12,15,0.8,7,24,31,12,4,4,4,14,38,Cal State Fullerton,32,14,18,0.438,-5.15,-1.15,,7.0,13.0,,7,7,,6,10,,2172,2212,,1285,740,1717,0.431,207,627,0.33,485,685,0.708,269,1048,284,214,98,393,571
1010,Cal State Fullerton,cal-state-fullerton,2024,27,27,2024-02-22,,Cal Poly,REG (Conf),W,68,50,,25,62,0.403,12,27,0.444,13,35,0.371,0.5,6,8,0.75,14,25,39,11,7,4,6,12,17,49,0.347,8,23,0.348,9,26,0.346,0.429,8,10,0.8,6,23,29,7,2,2,13,11,38,Cal State Fullerton,32,14,18,0.438,-5.15,-1.15,,7.0,13.0,,7,7,,6,10,,2172,2212,,1285,740,1717,0.431,207,627,0.33,485,685,0.708,269,1048,284,214,98,393,571
1011,Cal State Fullerton,cal-state-fullerton,2024,28,28,2024-02-24,,Cal State Northridge,REG (Conf),L,60,65,,21,50,0.42,7,20,0.35,14,30,0.467,0.49,11,13,0.846,4,30,34,7,5,6,16,17,26,67,0.388,2,18,0.111,24,49,0.49,0.403,11,16,0.688,13,23,36,12,9,2,7,15,38,Cal State Fullerton,32,14,18,0.438,-5.15,-1.15,,7.0,13.0,,7,7,,6,10,,2172,2212,,1285,740,1717,0.431,207,627,0.33,485,685,0.708,269,1048,284,214,98,393,571
1012,Cal State Fullerton,cal-state-fullerton,2024,29,29,2024-02-29,@,Long Beach State,REG (Conf),W,76,71,,25,54,0.463,8,22,0.364,17,32,0.531,0.537,18,23,0.783,4,22,26,16,5,4,6,19,24,62,0.387,8,27,0.296,16,35,0.457,0.452,15,18,0.833,13,25,38,17,4,5,13,14,38,Cal State Fullerton,32,14,18,0.438,-5.15,-1.15,,7.0,13.0,,7,7,,6,10,,2172,2212,,1285,740,1717,0.431,207,627,0.33,485,685,0.708,269,1048,284,214,98,393,571
1013,Cal State Fullerton,cal-state-fullerton,2024,30,30,2024-03-02,,UC Santa Barbara,REG (Conf),W,79,70,,29,58,0.5,8,24,0.333,21,34,0.618,0.569,13,18,0.722,8,26,34,7,10,4,11,17,25,54,0.463,7,20,0.35,18,34,0.529,0.528,13,19,0.684,3,24,27,13,3,1,12,17,38,Cal State Fullerton,32,14,18,0.438,-5.15,-1.15,,7.0,13.0,,7,7,,6,10,,2172,2212,,1285,740,1717,0.431,207,627,0.33,485,685,0.708,269,1048,284,214,98,393,571
1014,Cal State Fullerton,cal-state-fullerton,2024,31,31,2024-03-07,@,UC Riverside,REG (Conf),L,74,84,,26,57,0.456,6,20,0.3,20,37,0.541,0.509,16,28,0.571,5,29,34,11,3,4,12,24,28,66,0.424,8,26,0.308,20,40,0.5,0.485,20,29,0.69,9,27,36,12,8,2,6,22,38,Cal State Fullerton,32,14,18,0.438,-5.15,-1.15,,7.0,13.0,,7,7,,6,10,,2172,2212,,1285,740,1717,0.431,207,627,0.33,485,685,0.708,269,1048,284,214,98,393,571
1015,Cal State Fullerton,cal-state-fullerton,2024,32,32,2024-03-09,,UC Irvine,REG (Conf),L,71,81,,28,57,0.491,7,21,0.333,21,36,0.583,0.553,8,14,0.571,4,15,19,2,3,3,8,18,28,56,0.5,6,20,0.3,22,36,0.611,0.554,19,25,0.76,12,28,40,11,2,1,10,16,38,Cal State Fullerton,32,14,18,0.438,-5.15,-1.15,,7.0,13.0,,7,7,,6,10,,2172,2212,,1285,740,1717,0.431,207,627,0.33,485,685,0.708,269,1048,284,214,98,393,571
1016,Cal State Northridge,cal-state-northridge,2024,1,1,2023-11-06,@,Stanford,REG (Non-Conf),L,79,88,,34,71,0.479,5,15,0.333,29,56,0.518,0.514,6,10,0.6,8,26,34,10,5,5,13,26,30,69,0.435,9,28,0.321,21,41,0.512,0.5,19,25,0.76,11,26,37,18,7,7,9,14,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1017,Cal State Northridge,cal-state-northridge,2024,2,2,2023-11-09,@,Idaho,REG (Non-Conf),W,76,73,,28,66,0.424,4,13,0.308,24,53,0.453,0.455,16,20,0.8,16,24,40,11,12,5,14,11,28,60,0.467,11,26,0.423,17,34,0.5,0.558,6,6,1.0,5,24,29,17,12,6,16,16,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1018,Cal State Northridge,cal-state-northridge,2024,3,3,2023-11-14,@,Chicago State,REG (Non-Conf),W,74,64,,30,55,0.545,2,10,0.2,28,45,0.622,0.564,12,20,0.6,9,31,40,15,3,3,12,20,23,63,0.365,5,26,0.192,18,37,0.486,0.405,13,20,0.65,9,19,28,8,5,3,6,18,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1019,Cal State Northridge,cal-state-northridge,2024,4,4,2023-11-17,,Life Pacific,REG (Non-Conf),W,98,67,,40,77,0.519,7,16,0.438,33,61,0.541,0.565,11,16,0.688,19,33,52,19,10,3,16,11,27,67,0.403,10,36,0.278,17,31,0.548,0.478,3,4,0.75,5,19,24,12,11,3,17,14,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1020,Cal State Northridge,cal-state-northridge,2024,5,5,2023-11-21,,Le Moyne,REG (Non-Conf),L,70,80,,32,69,0.464,3,17,0.176,29,52,0.558,0.486,3,5,0.6,14,22,36,13,8,2,16,20,19,50,0.38,11,32,0.344,8,18,0.444,0.49,31,34,0.912,6,21,27,18,11,5,12,13,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1021,Cal State Northridge,cal-state-northridge,2024,6,6,2023-11-24,,Mississippi Valley State,REG (Non-Conf),W,84,48,,26,58,0.448,3,16,0.188,23,42,0.548,0.474,29,37,0.784,14,26,40,17,12,1,13,23,15,42,0.357,7,18,0.389,8,24,0.333,0.44,11,18,0.611,1,15,16,11,4,1,20,27,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1022,Cal State Northridge,cal-state-northridge,2024,7,7,2023-11-29,@,Pacific,REG (Non-Conf),W,80,69,,26,54,0.481,7,19,0.368,19,35,0.543,0.546,21,29,0.724,9,29,38,10,6,4,16,30,21,56,0.375,8,25,0.32,13,31,0.419,0.446,19,37,0.514,6,16,22,16,11,0,8,21,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1023,Cal State Northridge,cal-state-northridge,2024,8,8,2023-12-02,@,Northern Colorado,REG (Non-Conf),L,71,75,,27,65,0.415,7,21,0.333,20,44,0.455,0.469,10,14,0.714,7,33,40,8,9,5,19,23,26,66,0.394,9,31,0.29,17,35,0.486,0.462,14,23,0.609,7,29,36,16,13,3,13,15,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1024,Cal State Northridge,cal-state-northridge,2024,9,9,2023-12-07,,Bethesda CA,REG (Non-Conf),W,92,54,,39,72,0.542,6,15,0.4,33,57,0.579,0.583,8,20,0.4,17,38,55,22,10,5,20,13,21,73,0.288,4,28,0.143,17,45,0.378,0.315,8,10,0.8,8,15,23,12,8,4,15,16,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1025,Cal State Northridge,cal-state-northridge,2024,10,10,2023-12-11,,Utah Tech,REG (Non-Conf),W,80,75,,28,60,0.467,4,14,0.286,24,46,0.522,0.5,20,29,0.69,12,23,35,18,7,6,15,21,26,62,0.419,10,30,0.333,16,32,0.5,0.5,13,20,0.65,9,17,26,17,6,8,11,23,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1026,Cal State Northridge,cal-state-northridge,2024,11,11,2023-12-19,@,UCLA,REG (Non-Conf),W,76,72,,27,58,0.466,5,17,0.294,22,41,0.537,0.509,17,23,0.739,8,26,34,12,14,1,13,31,20,54,0.37,9,24,0.375,11,30,0.367,0.454,23,35,0.657,11,21,32,7,6,1,19,21,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1027,Cal State Northridge,cal-state-northridge,2024,12,12,2023-12-22,,Montana State,REG (Non-Conf),W,82,70,,31,65,0.477,8,21,0.381,23,44,0.523,0.538,12,25,0.48,10,29,39,16,8,4,9,23,23,58,0.397,7,29,0.241,16,29,0.552,0.457,17,25,0.68,6,21,27,12,4,1,12,21,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1028,Cal State Northridge,cal-state-northridge,2024,13,13,2023-12-28,@,Cal Poly,REG (Conf),W,83,73,,28,58,0.483,2,6,0.333,26,52,0.5,0.5,25,35,0.714,11,24,35,8,8,0,15,26,22,55,0.4,2,16,0.125,20,39,0.513,0.418,27,32,0.844,6,15,21,9,10,8,16,25,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1029,Cal State Northridge,cal-state-northridge,2024,14,14,2023-12-30,@,Long Beach State,REG (Conf),W,84,68,,30,62,0.484,7,21,0.333,23,41,0.561,0.54,17,25,0.68,10,28,38,24,8,5,18,20,24,66,0.364,2,22,0.091,22,44,0.5,0.379,18,25,0.72,6,21,27,10,13,2,15,20,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1030,Cal State Northridge,cal-state-northridge,2024,15,15,2024-01-06,,Hawaii,REG (Conf),W,76,66,,24,52,0.462,3,7,0.429,21,45,0.467,0.49,25,30,0.833,5,26,31,10,8,7,14,19,21,64,0.328,11,38,0.289,10,26,0.385,0.414,13,18,0.722,12,22,34,14,8,3,13,23,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1031,Cal State Northridge,cal-state-northridge,2024,16,16,2024-01-11,@,UC Davis,REG (Conf),L,75,95,,25,57,0.439,6,20,0.3,19,37,0.514,0.491,19,26,0.731,9,19,28,10,7,3,15,19,32,58,0.552,15,34,0.441,17,24,0.708,0.681,16,22,0.727,5,21,26,20,8,3,12,22,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1032,Cal State Northridge,cal-state-northridge,2024,17,17,2024-01-13,,Cal State Fullerton,REG (Conf),W,76,71,,23,57,0.404,7,17,0.412,16,40,0.4,0.465,23,32,0.719,11,25,36,14,14,0,15,19,22,58,0.379,7,22,0.318,15,36,0.417,0.44,20,22,0.909,8,22,30,12,12,2,15,21,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1033,Cal State Northridge,cal-state-northridge,2024,18,18,2024-01-18,,UC Santa Barbara,REG (Conf),L,69,97,,25,64,0.391,3,19,0.158,22,45,0.489,0.414,16,29,0.552,9,20,29,13,8,2,8,17,33,62,0.532,15,29,0.517,18,33,0.545,0.653,16,20,0.8,7,33,40,26,5,4,12,19,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1034,Cal State Northridge,cal-state-northridge,2024,19,19,2024-01-20,@,UC Riverside,REG (Conf),L,63,82,,24,65,0.369,8,24,0.333,16,41,0.39,0.431,7,8,0.875,9,24,33,12,4,4,10,18,28,63,0.444,17,32,0.531,11,31,0.355,0.579,9,13,0.692,9,27,36,18,6,3,7,13,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1035,Cal State Northridge,cal-state-northridge,2024,20,20,2024-01-25,,Cal State Bakersfield,REG (Conf),L,56,64,,18,45,0.4,3,16,0.188,15,29,0.517,0.433,17,29,0.586,11,26,37,16,6,8,24,25,21,58,0.362,0,11,0.0,21,47,0.447,0.362,22,33,0.667,11,19,30,9,13,4,12,20,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1036,Cal State Northridge,cal-state-northridge,2024,21,21,2024-01-27,@,UC Irvine,REG (Conf),L,72,77,,27,64,0.422,4,5,0.8,23,59,0.39,0.453,14,21,0.667,9,26,35,14,7,4,10,24,26,59,0.441,8,22,0.364,18,37,0.486,0.508,17,25,0.68,11,29,40,11,3,5,12,21,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1037,Cal State Northridge,cal-state-northridge,2024,22,22,2024-02-01,@,UC San Diego,REG (Conf),L,62,83,,23,60,0.383,3,12,0.25,20,48,0.417,0.408,13,20,0.65,8,29,37,9,3,4,11,15,29,64,0.453,16,40,0.4,13,24,0.542,0.578,9,12,0.75,6,28,34,18,7,3,6,17,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1038,Cal State Northridge,cal-state-northridge,2024,23,23,2024-02-03,,UC Riverside,REG (Conf),W,76,70,,25,55,0.455,8,25,0.32,17,30,0.567,0.527,18,28,0.643,9,33,42,17,3,4,12,21,22,76,0.289,10,39,0.256,12,37,0.324,0.355,16,19,0.842,12,21,33,13,6,0,7,24,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1039,Cal State Northridge,cal-state-northridge,2024,24,24,2024-02-08,,Cal Poly,REG (Conf),W,78,65,,30,57,0.526,2,9,0.222,28,48,0.583,0.544,16,22,0.727,6,30,36,18,12,2,17,17,21,56,0.375,10,30,0.333,11,26,0.423,0.464,13,19,0.684,6,21,27,16,10,4,17,19,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1040,Cal State Northridge,cal-state-northridge,2024,25,25,2024-02-10,@,UC Santa Barbara,REG (Conf),W,82,74,,31,57,0.544,6,15,0.4,25,42,0.595,0.596,14,18,0.778,9,21,30,8,5,0,13,17,24,55,0.436,8,27,0.296,16,28,0.571,0.509,18,21,0.857,7,16,23,15,9,2,12,19,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1041,Cal State Northridge,cal-state-northridge,2024,26,26,2024-02-15,@,Cal State Bakersfield,REG (Conf),W,76,71,,26,45,0.578,7,14,0.5,19,31,0.613,0.656,17,25,0.68,5,23,28,15,7,0,11,23,19,53,0.358,6,19,0.316,13,34,0.382,0.415,27,32,0.844,14,18,32,8,6,2,11,20,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1042,Cal State Northridge,cal-state-northridge,2024,27,27,2024-02-17,,Long Beach State,REG (Conf),L,73,87,,26,62,0.419,7,26,0.269,19,36,0.528,0.476,14,19,0.737,8,24,32,17,6,2,16,22,31,66,0.47,9,26,0.346,22,40,0.55,0.538,16,23,0.696,8,26,34,21,8,5,10,18,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1043,Cal State Northridge,cal-state-northridge,2024,28,28,2024-02-22,,UC Davis,REG (Conf),L,65,66,,23,52,0.442,3,10,0.3,20,42,0.476,0.471,16,29,0.552,10,24,34,16,7,2,15,16,24,57,0.421,8,29,0.276,16,28,0.571,0.491,10,14,0.714,7,17,24,14,12,4,13,22,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1044,Cal State Northridge,cal-state-northridge,2024,29,29,2024-02-24,@,Cal State Fullerton,REG (Conf),W,65,60,,26,67,0.388,2,18,0.111,24,49,0.49,0.403,11,16,0.688,13,23,36,12,9,2,7,15,21,50,0.42,7,20,0.35,14,30,0.467,0.49,11,13,0.846,4,30,34,7,5,6,16,17,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1045,Cal State Northridge,cal-state-northridge,2024,30,30,2024-02-29,,UC Irvine,REG (Conf),L,64,89,,21,60,0.35,3,17,0.176,18,43,0.419,0.375,19,34,0.559,11,22,33,8,7,6,16,23,30,62,0.484,7,18,0.389,23,44,0.523,0.54,22,28,0.786,8,36,44,19,10,2,15,25,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1046,Cal State Northridge,cal-state-northridge,2024,31,31,2024-03-02,,UC San Diego,REG (Conf),L,69,79,,29,64,0.453,5,14,0.357,24,50,0.48,0.492,6,11,0.545,5,28,33,14,5,4,11,23,24,58,0.414,10,25,0.4,14,33,0.424,0.5,21,28,0.75,7,29,36,14,6,2,10,14,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1047,Cal State Northridge,cal-state-northridge,2024,32,32,2024-03-07,@,Hawaii,REG (Conf),L,70,72,,31,68,0.456,4,12,0.333,27,56,0.482,0.485,4,5,0.8,6,25,31,12,6,6,15,26,24,59,0.407,8,25,0.32,16,34,0.471,0.475,16,26,0.615,12,27,39,15,4,4,17,13,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1048,Cal State Northridge,cal-state-northridge,2024,33,33,2024-03-13,N,UC Santa Barbara,CTOURN,W,87,84,OT,29,62,0.468,8,19,0.421,21,43,0.488,0.532,21,34,0.618,6,30,36,19,6,2,11,27,24,62,0.387,8,27,0.296,16,35,0.457,0.452,28,37,0.757,9,27,36,14,9,4,11,27,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1049,Cal State Northridge,cal-state-northridge,2024,34,34,2024-03-14,N,Hawaii,CTOURN,L,68,75,,28,62,0.452,3,17,0.176,25,45,0.556,0.476,9,13,0.692,7,24,31,15,3,3,11,23,24,56,0.429,10,24,0.417,14,32,0.438,0.518,17,25,0.68,8,24,32,17,3,3,9,17,39,Cal State Northridge,34,19,15,0.559,-4.78,-4.13,,9.0,11.0,,9,7,,9,7,,2551,2503,,1365,940,2065,0.455,165,537,0.307,506,757,0.668,402,1362,472,253,114,481,707
1050,California,california,2024,1,1,2023-11-06,,St. Thomas,REG (Non-Conf),W,71,66,,24,49,0.49,7,15,0.467,17,34,0.5,0.561,16,22,0.727,8,19,27,6,6,2,8,13,26,53,0.491,12,28,0.429,14,25,0.56,0.604,2,3,0.667,2,16,18,14,1,3,11,17,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1051,California,california,2024,2,2,2023-11-10,,Pacific,REG (Non-Conf),L,79,87,,26,56,0.464,6,23,0.261,20,33,0.606,0.518,21,31,0.677,10,22,32,12,5,5,13,18,29,59,0.492,13,26,0.5,16,33,0.485,0.602,16,19,0.842,6,20,26,14,6,2,12,21,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1052,California,california,2024,3,3,2023-11-13,,Cal State Bakersfield,REG (Non-Conf),W,83,63,,27,67,0.403,15,36,0.417,12,31,0.387,0.515,14,20,0.7,15,26,41,18,3,2,8,21,19,48,0.396,5,12,0.417,14,36,0.389,0.448,20,33,0.606,2,20,22,4,3,3,11,21,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1053,California,california,2024,4,4,2023-11-16,,Montana State,REG (Non-Conf),L,60,63,,20,48,0.417,3,18,0.167,17,30,0.567,0.448,17,21,0.81,7,26,33,5,5,4,14,14,25,58,0.431,4,24,0.167,21,34,0.618,0.466,9,11,0.818,5,17,22,8,9,4,8,19,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1054,California,california,2024,5,5,2023-11-21,N,UTEP,REG (Non-Conf),L,72,75,,23,47,0.489,6,17,0.353,17,30,0.567,0.553,20,26,0.769,10,19,29,6,5,6,19,28,20,53,0.377,5,17,0.294,15,36,0.417,0.425,30,37,0.811,13,12,25,9,11,2,11,26,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1055,California,california,2024,7,7,2023-11-23,N,Tulane,REG (Non-Conf),L,81,84,,28,61,0.459,10,27,0.37,18,34,0.529,0.541,15,19,0.789,9,26,35,10,6,1,19,19,32,62,0.516,6,19,0.316,26,43,0.605,0.565,14,19,0.737,5,20,25,7,10,4,11,17,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1056,California,california,2024,8,8,2023-11-25,N,San Diego State,REG (Non-Conf),L,67,76,OT,23,72,0.319,9,38,0.237,14,34,0.412,0.382,12,18,0.667,20,31,51,7,3,1,12,25,20,57,0.351,5,19,0.263,15,38,0.395,0.395,31,37,0.838,7,28,35,7,8,1,5,15,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1057,California,california,2024,9,9,2023-12-02,,Santa Clara,REG (Non-Conf),W,84,69,,31,64,0.484,9,25,0.36,22,39,0.564,0.555,13,14,0.929,10,25,35,12,7,2,6,8,27,71,0.38,10,29,0.345,17,42,0.405,0.451,5,10,0.5,17,22,39,10,3,1,9,15,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1058,California,california,2024,10,10,2023-12-09,@,Butler,REG (Non-Conf),L,90,97,2OT,35,76,0.461,14,34,0.412,21,42,0.5,0.553,6,7,0.857,9,24,33,18,7,3,16,18,39,75,0.52,8,19,0.421,31,56,0.554,0.573,11,14,0.786,7,26,33,18,7,6,14,11,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1059,California,california,2024,11,11,2023-12-16,N,Ole Miss,REG (Non-Conf),L,78,88,,30,72,0.417,10,30,0.333,20,42,0.476,0.486,8,10,0.8,13,22,35,15,3,1,11,16,31,59,0.525,12,21,0.571,19,38,0.5,0.627,14,16,0.875,6,24,30,21,9,6,8,13,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
1060,California,california,2024,12,12,2023-12-20,,UC San Diego,REG (Non-Conf),W,71,67,,26,54,0.481,10,22,0.455,16,32,0.5,0.574,9,18,0.5,5,22,27,19,9,5,9,18,19,57,0.333,11,33,0.333,8,24,0.333,0.43,18,25,0.72,10,27,37,14,4,0,13,15,40,California,32,13,19,0.406,4.94,8.0,,9.0,11.0,,10,6,,3,8,,2367,2465,,1310,833,1980,0.421,281,831,0.338,420,578,0.727,343,1189,387,193,83,370,552
