,school_name,school_slug,season,ranker,team_game_num_season,date,game_location,opp_name_abbr,game_type,team_game_result,team_game_score,opp_team_game_score,overtimes,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_efg_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf
3643,High Point,high-point,2023,13,13,2022-12-29,@,Longwood,REG (Conf),L,73,87,,27,57,0.474,8,21,0.381,19,36,0.528,0.544,11,18,0.611,7,19,26,12,6,3,13,23,27,67,0.403,9,25,0.36,18,42,0.429,0.47,24,28,0.857,17,25,42,14,5,5,10,19
3644,High Point,high-point,2023,14,14,2022-12-31,,Gardner-Webb,REG (Conf),L,73,80,,24,69,0.348,8,27,0.296,16,42,0.381,0.406,17,24,0.708,12,25,37,12,6,6,9,17,30,64,0.469,7,18,0.389,23,46,0.5,0.523,13,19,0.684,9,29,38,19,7,7,10,18
3645,High Point,high-point,2023,15,15,2023-01-04,,UNC Asheville,REG (Conf),L,72,76,,25,56,0.446,5,18,0.278,20,38,0.526,0.491,17,32,0.531,10,29,39,12,5,3,13,24,23,54,0.426,9,27,0.333,14,27,0.519,0.509,21,32,0.656,8,25,33,16,5,2,12,24
3646,High Point,high-point,2023,16,16,2023-01-07,@,USC Upstate,REG (Conf),L,57,76,,20,52,0.385,6,23,0.261,14,29,0.483,0.442,11,23,0.478,8,24,32,6,10,4,21,13,31,62,0.5,9,21,0.429,22,41,0.537,0.573,5,11,0.455,7,28,35,16,13,6,18,19
3647,High Point,high-point,2023,17,17,2023-01-11,@,Charleston Southern,REG (Conf),L,69,106,,26,57,0.456,7,23,0.304,19,34,0.559,0.518,10,17,0.588,6,17,23,9,6,3,17,19,41,70,0.586,13,28,0.464,28,42,0.667,0.679,11,19,0.579,14,29,43,21,9,1,11,19
3648,High Point,high-point,2023,18,18,2023-01-14,,Presbyterian,REG (Conf),W,64,56,,22,45,0.489,4,13,0.308,18,32,0.563,0.533,16,30,0.533,9,24,33,11,9,9,16,21,20,53,0.377,7,19,0.368,13,34,0.382,0.443,9,22,0.409,14,18,32,12,10,3,15,24
3649,High Point,high-point,2023,19,19,2023-01-18,,Winthrop,REG (Conf),W,71,66,,25,47,0.532,7,19,0.368,18,28,0.643,0.606,14,25,0.56,7,33,40,17,10,7,20,19,21,59,0.356,9,31,0.29,12,28,0.429,0.432,15,19,0.789,3,19,22,14,10,1,14,17
3650,High Point,high-point,2023,20,20,2023-01-21,@,Radford,REG (Conf),L,80,95,,27,52,0.519,11,24,0.458,16,28,0.571,0.625,15,22,0.682,6,21,27,16,1,4,17,22,33,70,0.471,5,20,0.25,28,50,0.56,0.507,24,31,0.774,18,22,40,8,14,1,7,20
3651,High Point,high-point,2023,21,21,2023-01-25,,Campbell,REG (Conf),L,64,72,,24,59,0.407,9,32,0.281,15,27,0.556,0.483,7,10,0.7,9,27,36,14,2,5,13,20,25,54,0.463,4,18,0.222,21,36,0.583,0.5,18,25,0.72,5,24,29,9,4,2,6,12
3652,High Point,high-point,2023,22,22,2023-01-28,@,Gardner-Webb,REG (Conf),L,58,86,,22,42,0.524,7,21,0.333,15,21,0.714,0.607,7,17,0.412,6,21,27,11,2,4,19,19,35,65,0.538,7,21,0.333,28,44,0.636,0.592,9,15,0.6,8,18,26,18,11,0,6,17
3653,High Point,high-point,2023,23,23,2023-02-02,@,UNC Asheville,REG (Conf),L,63,89,,23,59,0.39,6,25,0.24,17,34,0.5,0.441,11,16,0.688,8,17,25,14,7,4,15,21,31,56,0.554,10,22,0.455,21,34,0.618,0.643,17,24,0.708,8,24,32,14,7,2,12,17
3654,High Point,high-point,2023,24,24,2023-02-04,,Charleston Southern,REG (Conf),W,81,73,,26,62,0.419,10,31,0.323,16,31,0.516,0.5,19,27,0.704,18,23,41,19,6,5,9,17,25,58,0.431,10,21,0.476,15,37,0.405,0.517,13,18,0.722,9,18,27,12,4,3,10,21
3655,High Point,high-point,2023,25,25,2023-02-08,@,Campbell,REG (Conf),L,66,82,,24,58,0.414,9,28,0.321,15,30,0.5,0.491,9,14,0.643,7,21,28,12,7,5,10,17,30,51,0.588,8,22,0.364,22,29,0.759,0.667,14,23,0.609,2,28,30,17,5,5,11,15
3656,High Point,high-point,2023,26,26,2023-02-11,,Longwood,REG (Conf),L,67,70,,21,51,0.412,8,23,0.348,13,28,0.464,0.49,17,24,0.708,12,26,38,12,4,6,16,19,22,59,0.373,5,24,0.208,17,35,0.486,0.415,21,25,0.84,13,22,35,14,4,4,5,19
3657,High Point,high-point,2023,27,27,2023-02-15,@,Presbyterian,REG (Conf),W,71,69,,24,60,0.4,7,20,0.35,17,40,0.425,0.458,16,25,0.64,8,20,28,11,15,3,10,21,21,46,0.457,8,15,0.533,13,31,0.419,0.543,19,31,0.613,8,25,33,10,1,5,22,22
3658,High Point,high-point,2023,28,28,2023-02-18,,USC Upstate,REG (Conf),W,81,66,,30,53,0.566,10,21,0.476,20,32,0.625,0.66,11,17,0.647,8,20,28,17,6,5,13,14,28,60,0.467,4,22,0.182,24,38,0.632,0.5,6,15,0.4,9,16,25,13,7,2,13,16
3659,High Point,high-point,2023,29,29,2023-02-22,,Radford,REG (Conf),W,69,64,,27,59,0.458,5,19,0.263,22,40,0.55,0.5,10,15,0.667,9,24,33,14,8,8,9,11,26,54,0.481,7,17,0.412,19,37,0.514,0.546,5,7,0.714,4,23,27,15,6,1,11,15
3660,High Point,high-point,2023,30,30,2023-02-25,@,Winthrop,REG (Conf),L,78,84,,28,68,0.412,10,33,0.303,18,35,0.514,0.485,12,22,0.545,13,26,39,9,4,6,7,22,27,57,0.474,11,29,0.379,16,28,0.571,0.57,19,26,0.731,6,24,30,9,3,4,6,18
3661,High Point,high-point,2023,31,31,2023-03-01,N,Charleston Southern,CTOURN,L,70,72,,24,63,0.381,7,26,0.269,17,37,0.459,0.437,15,22,0.682,11,25,36,10,10,8,9,15,28,63,0.444,4,14,0.286,24,49,0.49,0.476,12,25,0.48,13,27,40,8,5,6,14,14
3662,Hofstra,hofstra,2023,1,1,2022-11-07,@,Princeton,REG (Non-Conf),W,83,77,,36,66,0.545,7,17,0.412,29,49,0.592,0.598,4,6,0.667,5,25,30,12,5,3,8,20,29,59,0.492,5,20,0.25,24,39,0.615,0.534,14,20,0.7,8,25,33,13,3,4,10,12
3663,Hofstra,hofstra,2023,2,2,2022-11-11,,Iona,REG (Non-Conf),W,83,78,,27,55,0.491,14,29,0.483,13,26,0.5,0.618,15,19,0.789,2,23,25,19,3,3,8,10,32,67,0.478,6,17,0.353,26,50,0.52,0.522,8,11,0.727,13,24,37,17,4,7,8,18
3664,Hofstra,hofstra,2023,3,3,2022-11-14,,George Washington,REG (Non-Conf),W,85,80,,32,63,0.508,14,26,0.538,18,37,0.486,0.619,7,11,0.636,9,17,26,19,6,1,8,14,29,53,0.547,11,25,0.44,18,28,0.643,0.651,11,12,0.917,3,23,26,13,4,5,14,15
3665,Hofstra,hofstra,2023,4,4,2022-11-17,@,San Jose State,REG (Non-Conf),W,85,76,,25,49,0.51,11,30,0.367,14,19,0.737,0.622,24,30,0.8,3,25,28,13,3,2,7,12,31,67,0.463,11,26,0.423,20,41,0.488,0.545,3,5,0.6,6,23,29,21,2,1,7,20
3666,Hofstra,hofstra,2023,5,5,2022-11-19,@,St. Mary's (CA),REG (Non-Conf),L,48,76,,19,54,0.352,1,16,0.063,18,38,0.474,0.361,9,11,0.818,4,25,29,2,5,5,15,7,33,74,0.446,8,16,0.5,25,58,0.431,0.5,2,8,0.25,14,29,43,13,9,5,7,15
3667,Hofstra,hofstra,2023,6,6,2022-11-25,N,Middle Tennessee,REG (Non-Conf),L,54,64,,20,52,0.385,4,19,0.211,16,33,0.485,0.423,10,12,0.833,6,20,26,11,5,9,12,9,26,64,0.406,6,19,0.316,20,45,0.444,0.453,6,7,0.857,10,23,33,13,7,4,11,16
3668,Hofstra,hofstra,2023,7,7,2022-11-26,N,UNC Greensboro,REG (Non-Conf),W,65,53,,21,47,0.447,5,18,0.278,16,29,0.552,0.5,18,23,0.783,7,24,31,10,6,2,19,17,20,56,0.357,4,24,0.167,16,32,0.5,0.393,9,14,0.643,9,19,28,11,11,3,16,22
3669,Hofstra,hofstra,2023,8,8,2022-11-27,N,Quinnipiac,REG (Non-Conf),W,72,70,,27,64,0.422,12,25,0.48,15,39,0.385,0.516,6,8,0.75,5,24,29,11,9,6,11,14,25,63,0.397,9,20,0.45,16,43,0.372,0.468,11,14,0.786,14,33,47,10,7,4,19,17
3670,Hofstra,hofstra,2023,9,9,2022-11-30,@,George Mason,REG (Non-Conf),L,77,81,OT,27,66,0.409,8,28,0.286,19,38,0.5,0.47,15,22,0.682,8,25,33,7,5,4,10,22,27,63,0.429,8,26,0.308,19,37,0.514,0.492,19,23,0.826,12,28,40,12,1,4,15,22
3671,Hofstra,hofstra,2023,10,10,2022-12-07,@,Purdue,REG (Non-Conf),L,66,85,,26,55,0.473,9,22,0.409,17,33,0.515,0.555,5,8,0.625,0,19,19,15,5,4,9,17,30,62,0.484,10,24,0.417,20,38,0.526,0.565,15,20,0.75,13,28,41,20,3,4,8,13
3672,Hofstra,hofstra,2023,11,11,2022-12-11,N,Massachusetts,REG (Non-Conf),L,56,71,,21,61,0.344,9,31,0.29,12,30,0.4,0.418,5,6,0.833,7,21,28,16,8,5,16,15,30,66,0.455,5,14,0.357,25,52,0.481,0.492,6,14,0.429,12,29,41,14,10,4,12,13
3673,Hofstra,hofstra,2023,12,12,2022-12-19,@,South Florida,REG (Non-Conf),L,70,77,,24,50,0.48,9,21,0.429,15,29,0.517,0.57,13,15,0.867,5,18,23,10,5,0,16,20,28,63,0.444,6,20,0.3,22,43,0.512,0.492,15,21,0.714,16,19,35,14,8,0,12,16
3674,Hofstra,hofstra,2023,13,13,2022-12-22,,Old Westbury,REG (Non-Conf),W,96,48,,39,77,0.506,15,42,0.357,24,35,0.686,0.604,3,6,0.5,12,38,50,29,10,6,7,8,19,69,0.275,7,32,0.219,12,37,0.324,0.326,3,7,0.429,7,26,33,7,5,1,12,8
3675,Hofstra,hofstra,2023,14,14,2022-12-29,@,Delaware,REG (Conf),W,87,73,,32,54,0.593,7,14,0.5,25,40,0.625,0.657,16,22,0.727,5,24,29,18,8,3,11,19,22,52,0.423,7,23,0.304,15,29,0.517,0.49,22,29,0.759,6,21,27,11,7,4,11,17
3676,Hofstra,hofstra,2023,15,15,2022-12-31,,North Carolina A&T,REG (Conf),L,79,81,,31,63,0.492,6,24,0.25,25,39,0.641,0.54,11,16,0.688,10,20,30,14,3,0,9,8,34,61,0.557,9,24,0.375,25,37,0.676,0.631,4,8,0.5,7,24,31,15,4,1,13,15
3677,Hofstra,hofstra,2023,16,16,2023-01-05,@,Hampton,REG (Conf),W,67,51,,26,53,0.491,9,22,0.409,17,31,0.548,0.575,6,13,0.462,10,30,40,14,4,5,15,17,16,58,0.276,7,29,0.241,9,29,0.31,0.336,12,18,0.667,8,21,29,11,8,3,9,12
3678,Hofstra,hofstra,2023,17,17,2023-01-07,@,William & Mary,REG (Conf),W,75,62,,33,60,0.55,7,23,0.304,26,37,0.703,0.608,2,2,1.0,1,31,32,16,7,12,7,12,23,68,0.338,11,27,0.407,12,41,0.293,0.419,5,12,0.417,14,26,40,13,2,0,13,11
3679,Hofstra,hofstra,2023,18,18,2023-01-11,,Monmouth,REG (Conf),W,77,57,,28,50,0.56,8,20,0.4,20,30,0.667,0.64,13,15,0.867,8,19,27,12,8,3,12,15,21,53,0.396,6,16,0.375,15,37,0.405,0.453,9,10,0.9,10,15,25,12,11,1,16,17
3680,Hofstra,hofstra,2023,19,19,2023-01-14,,Delaware,REG (Conf),W,86,62,,31,63,0.492,9,16,0.563,22,47,0.468,0.563,15,17,0.882,8,29,37,16,13,4,13,15,20,60,0.333,8,29,0.276,12,31,0.387,0.4,14,18,0.778,11,21,32,13,10,6,18,18
3681,Hofstra,hofstra,2023,20,20,2023-01-16,@,Towson,REG (Conf),L,47,68,,20,61,0.328,4,27,0.148,16,34,0.471,0.361,3,6,0.5,9,18,27,10,6,6,11,12,27,60,0.45,6,20,0.3,21,40,0.525,0.5,8,14,0.571,11,29,40,13,6,6,10,13
3682,Hofstra,hofstra,2023,21,21,2023-01-19,,UNC Wilmington,REG (Conf),W,70,46,,29,55,0.527,5,17,0.294,24,38,0.632,0.573,7,10,0.7,5,25,30,12,9,1,10,16,18,45,0.4,4,16,0.25,14,29,0.483,0.444,6,14,0.429,6,21,27,8,5,1,16,15
3683,Hofstra,hofstra,2023,22,22,2023-01-26,@,Elon,REG (Conf),W,82,65,,33,59,0.559,16,34,0.471,17,25,0.68,0.695,0,1,0.0,2,23,25,21,5,4,8,11,26,64,0.406,8,27,0.296,18,37,0.486,0.469,5,7,0.714,8,23,31,18,6,1,11,13
3684,Hofstra,hofstra,2023,23,23,2023-01-28,@,College of Charleston,REG (Conf),W,85,81,,34,68,0.5,11,22,0.5,23,46,0.5,0.581,6,8,0.75,9,22,31,13,5,6,9,20,26,63,0.413,5,31,0.161,21,32,0.656,0.452,24,31,0.774,15,23,38,13,5,2,11,18
3685,Hofstra,hofstra,2023,24,24,2023-02-02,,Towson,REG (Conf),W,76,72,,30,60,0.5,11,28,0.393,19,32,0.594,0.592,5,10,0.5,8,22,30,13,3,4,9,12,29,64,0.453,9,27,0.333,20,37,0.541,0.523,5,10,0.5,10,25,35,14,3,3,10,16
3686,Hofstra,hofstra,2023,25,25,2023-02-04,,Stony Brook,REG (Conf),W,79,58,,31,56,0.554,7,20,0.35,24,36,0.667,0.616,10,11,0.909,6,27,33,18,6,3,6,12,23,55,0.418,8,22,0.364,15,33,0.455,0.491,4,6,0.667,5,19,24,14,2,2,9,13
3687,Hofstra,hofstra,2023,26,26,2023-02-08,@,Northeastern,REG (Conf),W,72,53,,30,63,0.476,6,21,0.286,24,42,0.571,0.524,6,7,0.857,6,26,32,16,7,4,5,11,17,58,0.293,7,22,0.318,10,36,0.278,0.353,12,15,0.8,11,26,37,8,3,3,12,14
3688,Hofstra,hofstra,2023,27,27,2023-02-11,@,Monmouth,REG (Conf),W,86,57,,33,64,0.516,14,30,0.467,19,34,0.559,0.625,6,9,0.667,12,28,40,24,9,7,14,16,19,60,0.317,5,13,0.385,14,47,0.298,0.358,14,17,0.824,13,17,30,9,9,2,14,14
3689,Hofstra,hofstra,2023,28,28,2023-02-13,,Drexel,REG (Conf),W,66,52,,29,58,0.5,6,18,0.333,23,40,0.575,0.552,2,6,0.333,4,25,29,15,7,3,10,20,16,45,0.356,2,17,0.118,14,28,0.5,0.378,18,29,0.621,11,23,34,9,6,3,16,12
3690,Hofstra,hofstra,2023,29,29,2023-02-16,,Hampton,REG (Conf),W,73,43,,29,67,0.433,6,23,0.261,23,44,0.523,0.478,9,12,0.75,8,37,45,15,10,9,10,16,15,64,0.234,2,18,0.111,13,46,0.283,0.25,11,16,0.688,10,30,40,3,5,2,15,16
3691,Hofstra,hofstra,2023,30,30,2023-02-18,@,Stony Brook,REG (Conf),W,68,65,,21,54,0.389,5,24,0.208,16,30,0.533,0.435,21,24,0.875,7,25,32,10,4,4,9,12,24,58,0.414,6,26,0.231,18,32,0.563,0.466,11,15,0.733,8,25,33,15,7,1,9,19
3692,Hofstra,hofstra,2023,31,31,2023-02-25,,Northeastern,REG (Conf),W,84,52,,35,66,0.53,7,19,0.368,28,47,0.596,0.583,7,13,0.538,10,29,39,18,5,5,3,16,18,57,0.316,5,18,0.278,13,39,0.333,0.36,11,14,0.786,11,21,32,8,2,4,13,14
3693,Hofstra,hofstra,2023,32,32,2023-03-05,N,William & Mary,CTOURN,W,94,46,,38,64,0.594,13,21,0.619,25,43,0.581,0.695,5,7,0.714,7,33,40,12,5,5,6,9,18,60,0.3,6,25,0.24,12,35,0.343,0.35,4,5,0.8,4,19,23,9,4,4,9,7
3694,Hofstra,hofstra,2023,33,33,2023-03-06,N,UNC Wilmington,CTOURN,L,73,79,OT,23,58,0.397,11,32,0.344,12,26,0.462,0.491,16,21,0.762,5,22,27,11,8,3,13,20,26,58,0.448,7,22,0.318,19,36,0.528,0.509,20,27,0.741,13,28,41,9,7,4,16,21
3695,Hofstra,hofstra,2023,34,34,2023-03-14,@,Rutgers,NIT,W,88,86,OT,37,65,0.569,10,26,0.385,27,39,0.692,0.646,4,5,0.8,11,19,30,15,6,5,16,15,35,69,0.507,8,20,0.4,27,49,0.551,0.565,8,13,0.615,12,16,28,18,7,3,10,14
3696,Hofstra,hofstra,2023,35,35,2023-03-18,,Cincinnati,NIT,L,65,79,,24,64,0.375,7,21,0.333,17,43,0.395,0.43,10,13,0.769,9,16,25,17,5,2,10,14,30,57,0.526,4,14,0.286,26,43,0.605,0.561,15,20,0.75,9,30,39,15,9,4,13,15
3697,Holy Cross,holy-cross,2023,1,1,2022-11-07,,Siena,REG (Non-Conf),L,68,75,,28,59,0.475,2,10,0.2,26,49,0.531,0.492,10,23,0.435,8,24,32,7,9,3,14,19,28,54,0.519,7,17,0.412,21,37,0.568,0.583,12,21,0.571,6,29,35,13,4,2,15,19
3698,Holy Cross,holy-cross,2023,2,2,2022-11-10,,Dean,REG (Non-Conf),W,85,71,,32,60,0.533,10,20,0.5,22,40,0.55,0.617,11,19,0.579,8,28,36,18,11,8,16,14,26,72,0.361,8,15,0.533,18,57,0.316,0.417,11,19,0.579,13,22,35,8,11,0,16,17
3699,Holy Cross,holy-cross,2023,3,3,2022-11-14,@,Creighton,REG (Non-Conf),L,65,94,,25,62,0.403,8,17,0.471,17,45,0.378,0.468,7,10,0.7,5,21,26,8,4,0,11,18,37,64,0.578,12,32,0.375,25,32,0.781,0.672,8,17,0.471,8,32,40,28,6,3,8,14
3700,Holy Cross,holy-cross,2023,4,4,2022-11-19,N,Stonehill,REG (Non-Conf),L,79,81,,28,62,0.452,12,30,0.4,16,32,0.5,0.548,11,14,0.786,9,19,28,18,10,3,15,21,27,53,0.509,5,13,0.385,22,40,0.55,0.557,22,24,0.917,7,25,32,7,8,3,17,15
3701,Holy Cross,holy-cross,2023,5,5,2022-11-21,@,Fordham,REG (Non-Conf),L,53,67,,19,58,0.328,4,17,0.235,15,41,0.366,0.362,11,14,0.786,7,20,27,11,8,2,14,19,19,44,0.432,8,23,0.348,11,21,0.524,0.523,21,26,0.808,5,32,37,13,10,5,16,16
3702,Holy Cross,holy-cross,2023,6,6,2022-11-22,N,Illinois–Chicago,REG (Non-Conf),L,66,89,,23,61,0.377,4,18,0.222,19,43,0.442,0.41,16,23,0.696,13,27,40,13,6,2,16,20,29,61,0.475,9,25,0.36,20,36,0.556,0.549,22,31,0.71,5,24,29,17,11,5,6,17
3703,Holy Cross,holy-cross,2023,7,7,2022-11-27,,Colby-Sawyer,REG (Non-Conf),W,95,61,,38,72,0.528,14,26,0.538,24,46,0.522,0.625,5,10,0.5,8,27,35,24,8,8,8,12,23,61,0.377,8,21,0.381,15,40,0.375,0.443,7,10,0.7,7,22,29,10,5,6,15,11
3704,Holy Cross,holy-cross,2023,8,8,2022-11-30,,Harvard,REG (Non-Conf),L,38,72,,16,49,0.327,4,18,0.222,12,31,0.387,0.367,2,7,0.286,4,23,27,8,7,3,18,13,28,71,0.394,7,26,0.269,21,45,0.467,0.444,9,15,0.6,20,28,48,15,14,6,9,10
3705,Holy Cross,holy-cross,2023,9,9,2022-12-03,,Central Connecticut State,REG (Non-Conf),W,63,57,,24,57,0.421,3,15,0.2,21,42,0.5,0.447,12,13,0.923,8,28,36,13,8,2,12,9,24,68,0.353,6,25,0.24,18,43,0.419,0.397,3,5,0.6,14,25,39,8,8,5,12,14
3706,Holy Cross,holy-cross,2023,10,10,2022-12-07,,Quinnipiac,REG (Non-Conf),L,71,75,,23,55,0.418,6,20,0.3,17,35,0.486,0.473,19,26,0.731,9,24,33,9,5,2,12,20,28,59,0.475,2,17,0.118,26,42,0.619,0.492,17,27,0.63,9,21,30,11,6,2,7,18
3707,Holy Cross,holy-cross,2023,11,11,2022-12-10,@,Northeastern,REG (Non-Conf),L,58,59,,22,52,0.423,7,15,0.467,15,37,0.405,0.49,7,10,0.7,7,19,26,7,9,0,14,17,24,53,0.453,4,21,0.19,20,32,0.625,0.491,7,12,0.583,10,22,32,8,8,4,13,12
3708,Holy Cross,holy-cross,2023,12,12,2022-12-19,@,New Hampshire,REG (Non-Conf),L,60,78,,23,56,0.411,8,18,0.444,15,38,0.395,0.482,6,10,0.6,7,16,23,8,4,0,10,19,27,50,0.54,9,20,0.45,18,30,0.6,0.63,15,20,0.75,6,26,32,11,5,1,9,13
3709,Holy Cross,holy-cross,2023,13,13,2022-12-22,@,Sacred Heart,REG (Non-Conf),L,62,66,,27,56,0.482,3,13,0.231,24,43,0.558,0.509,5,8,0.625,6,19,25,11,9,3,12,12,24,51,0.471,7,21,0.333,17,30,0.567,0.539,11,13,0.846,6,22,28,15,6,5,15,8
3710,Holy Cross,holy-cross,2023,14,14,2022-12-30,,Bucknell,REG (Conf),W,60,58,,26,60,0.433,5,23,0.217,21,37,0.568,0.475,3,8,0.375,4,26,30,10,6,0,8,18,22,60,0.367,2,19,0.105,20,41,0.488,0.383,12,14,0.857,9,30,39,13,6,5,9,14
3711,Holy Cross,holy-cross,2023,15,15,2023-01-02,@,Navy,REG (Conf),W,74,63,,27,52,0.519,13,28,0.464,14,24,0.583,0.644,7,11,0.636,4,24,28,17,6,6,12,15,21,64,0.328,7,19,0.368,14,45,0.311,0.383,14,19,0.737,13,24,37,16,7,2,10,13
3712,Holy Cross,holy-cross,2023,16,16,2023-01-05,,American,REG (Conf),L,68,73,OT,25,62,0.403,3,13,0.231,22,49,0.449,0.427,15,19,0.789,11,23,34,12,10,6,14,13,30,68,0.441,8,25,0.32,22,43,0.512,0.5,5,8,0.625,14,26,40,17,10,5,17,14
3713,Holy Cross,holy-cross,2023,17,17,2023-01-08,,Loyola (MD),REG (Conf),W,63,55,,26,52,0.5,6,15,0.4,20,37,0.541,0.558,5,10,0.5,4,20,24,11,5,2,6,17,21,53,0.396,6,19,0.316,15,34,0.441,0.453,7,14,0.5,10,22,32,10,2,3,14,15
3714,Holy Cross,holy-cross,2023,18,18,2023-01-11,@,Lehigh,REG (Conf),L,58,76,,23,54,0.426,7,21,0.333,16,33,0.485,0.491,5,9,0.556,3,22,25,11,5,4,17,10,30,61,0.492,10,20,0.5,20,41,0.488,0.574,6,9,0.667,5,26,31,14,7,0,12,10
3715,Holy Cross,holy-cross,2023,19,19,2023-01-14,@,Lafayette,REG (Conf),L,48,62,,17,52,0.327,5,19,0.263,12,33,0.364,0.375,9,14,0.643,5,28,33,7,3,4,12,19,21,55,0.382,10,28,0.357,11,27,0.407,0.473,10,17,0.588,7,26,33,14,5,3,8,14
3716,Holy Cross,holy-cross,2023,20,20,2023-01-18,,Colgate,REG (Conf),L,71,77,,25,60,0.417,9,23,0.391,16,37,0.432,0.492,12,15,0.8,6,21,27,12,6,1,8,19,29,56,0.518,6,21,0.286,23,35,0.657,0.571,13,21,0.619,8,26,34,13,3,5,10,15
3717,Holy Cross,holy-cross,2023,21,21,2023-01-21,@,Bucknell,REG (Conf),W,80,73,,30,57,0.526,10,19,0.526,20,38,0.526,0.614,10,21,0.476,1,27,28,19,4,1,10,21,29,61,0.475,5,23,0.217,24,38,0.632,0.516,10,17,0.588,5,29,34,14,6,4,8,21
3718,Holy Cross,holy-cross,2023,22,22,2023-01-25,,Lehigh,REG (Conf),L,68,74,,27,57,0.474,6,23,0.261,21,34,0.618,0.526,8,19,0.421,5,26,31,11,8,4,12,17,29,59,0.492,5,13,0.385,24,46,0.522,0.534,11,16,0.688,5,26,31,9,4,2,12,16
3719,Holy Cross,holy-cross,2023,23,23,2023-01-28,@,Army,REG (Conf),L,55,66,,22,51,0.431,3,13,0.231,19,38,0.5,0.461,8,15,0.533,4,24,28,12,5,2,12,14,25,60,0.417,7,25,0.28,18,35,0.514,0.475,9,15,0.6,13,25,38,13,9,3,10,12
3720,Holy Cross,holy-cross,2023,24,24,2023-02-01,@,Boston University,REG (Conf),W,82,70,,29,53,0.547,13,22,0.591,16,31,0.516,0.67,11,21,0.524,4,26,30,16,7,4,14,16,26,60,0.433,3,17,0.176,23,43,0.535,0.458,15,20,0.75,7,24,31,6,11,1,12,18
3721,Holy Cross,holy-cross,2023,25,25,2023-02-04,,Navy,REG (Conf),L,68,86,,23,58,0.397,7,17,0.412,16,41,0.39,0.457,15,19,0.789,5,17,22,9,2,1,10,18,33,69,0.478,4,15,0.267,29,54,0.537,0.507,16,18,0.889,16,30,46,17,7,3,7,15
3722,Holy Cross,holy-cross,2023,26,26,2023-02-06,,Lafayette,REG (Conf),L,58,72,,19,58,0.328,11,29,0.379,8,29,0.276,0.422,9,11,0.818,6,21,27,11,3,5,14,20,27,52,0.519,7,14,0.5,20,38,0.526,0.587,11,25,0.44,7,27,34,16,5,4,8,15
3723,Holy Cross,holy-cross,2023,27,27,2023-02-11,@,American,REG (Conf),W,74,66,,27,58,0.466,7,13,0.538,20,45,0.444,0.526,13,19,0.684,8,17,25,11,13,1,9,14,27,47,0.574,5,16,0.313,22,31,0.71,0.628,7,14,0.5,5,24,29,13,8,4,19,14
3724,Holy Cross,holy-cross,2023,28,28,2023-02-15,,Boston University,REG (Conf),W,71,69,,27,61,0.443,7,14,0.5,20,47,0.426,0.5,10,17,0.588,7,22,29,12,4,1,12,13,30,72,0.417,4,21,0.19,26,51,0.51,0.444,5,7,0.714,14,26,40,10,8,7,7,13
3725,Holy Cross,holy-cross,2023,29,29,2023-02-18,@,Colgate,REG (Conf),L,73,96,,29,64,0.453,4,12,0.333,25,52,0.481,0.484,11,16,0.688,6,18,24,21,7,2,9,12,41,70,0.586,9,27,0.333,32,43,0.744,0.65,5,10,0.5,11,30,41,30,6,2,12,16
3726,Holy Cross,holy-cross,2023,30,30,2023-02-22,@,Loyola (MD),REG (Conf),L,68,90,,26,63,0.413,10,26,0.385,16,37,0.432,0.492,6,13,0.462,8,21,29,15,4,3,16,13,34,70,0.486,13,29,0.448,21,41,0.512,0.579,9,10,0.9,11,30,41,20,9,3,12,11
3727,Holy Cross,holy-cross,2023,31,31,2023-02-25,,Army,REG (Conf),L,65,80,,28,62,0.452,3,13,0.231,25,49,0.51,0.476,6,12,0.5,9,24,33,12,4,5,10,14,32,67,0.478,8,22,0.364,24,45,0.533,0.537,8,14,0.571,10,27,37,14,5,2,5,14
3728,Holy Cross,holy-cross,2023,32,32,2023-02-28,@,Loyola (MD),CTOURN,L,69,73,,28,69,0.406,5,19,0.263,23,50,0.46,0.442,8,15,0.533,6,26,32,14,3,1,7,18,25,61,0.41,8,23,0.348,17,38,0.447,0.475,15,19,0.789,9,36,45,13,5,1,11,15
3729,HoustonNCAA,houston,2023,1,1,2022-11-07,,Northern Colorado,REG (Non-Conf),W,83,36,,32,72,0.444,11,29,0.379,21,43,0.488,0.521,8,10,0.8,17,23,40,16,14,6,8,13,10,39,0.256,5,21,0.238,5,18,0.278,0.321,11,16,0.688,6,20,26,5,3,3,21,12
3730,HoustonNCAA,houston,2023,2,2,2022-11-11,N,Saint Joseph's,REG (Non-Conf),W,81,55,,33,65,0.508,5,26,0.192,28,39,0.718,0.546,10,16,0.625,12,29,41,17,9,6,9,22,16,54,0.296,5,24,0.208,11,30,0.367,0.343,18,27,0.667,12,24,36,3,6,1,16,19
